"GeneID","Symbol","Synonyms","chromosome","Ensembl","HGNC","MIM"
"374","AREG","AR|AREGB|CRDGF|SDGF","4","ENSG00000109321","HGNC:651","104640"
"375","ARF1","PVNH8","1","ENSG00000143761","HGNC:652","103180"
"377","ARF3","-","12","ENSG00000134287","HGNC:654","103190"
"378","ARF4","ARF2","3","ENSG00000168374","HGNC:655","601177"
"379","ARL4D","ARF4L","17","ENSG00000175906","HGNC:656","600732"
"381","ARF5","-","7","ENSG00000004059","HGNC:658","103188"
"382","ARF6","-","14","ENSG00000165527","HGNC:659","600464"
"383","ARG1","-","6","ENSG00000118520","HGNC:663","608313"
"384","ARG2","-","14","ENSG00000081181","HGNC:664","107830"
"387","RHOA","ARH12|ARHA|EDFAOB|RHO12|RHOH12","3","ENSG00000067560","HGNC:667","165390"
"388","RHOB","ARH6|ARHB|MST081|MSTP081|RHOH6","2","ENSG00000143878","HGNC:668","165370"
"389","RHOC","ARH9|ARHC|H9|RHOH9","1","ENSG00000155366","HGNC:669","165380"
"390","RND3","ARHE|Rho8|RhoE|memB","2","ENSG00000115963","HGNC:671","602924"
"391","RHOG","ARHG","11","ENSG00000177105","HGNC:672","179505"
"392","ARHGAP1","CDC42GAP|RHOGAP|RHOGAP1|p50rhoGAP","11","ENSG00000175220","HGNC:673","602732"
"393","ARHGAP4","C1|RGC1|RhoGAP4|SrGAP4|p115","X","ENSG00000089820","HGNC:674","300023"
"394","ARHGAP5","GFI2|RhoGAP5|p190-B|p190BRhoGAP","14","ENSG00000100852","HGNC:675","602680"
"395","ARHGAP6","RHOGAP6|RHOGAPX-1","X","ENSG00000047648","HGNC:676","300118"
"396","ARHGDIA","GDIA1|HEL-S-47e|NPHS8|RHOGDI|RHOGDI-1","17","ENSG00000141522","HGNC:678","601925"
"397","ARHGDIB","D4|GDIA2|GDID4|LYGDI|Ly-GDI|RAP1GN1|RhoGDI2","12","ENSG00000111348","HGNC:679","602843"
"398","ARHGDIG","RHOGDI-3","16","ENSG00000242173","HGNC:680","602844"
"399","RHOH","ARHH|IMD129|TTF","4","ENSG00000168421","HGNC:686","602037"
"400","ARL1","ARFL1","12","ENSG00000120805","HGNC:692","603425"
"401","PHOX2A","ARIX|CFEOM2|FEOM2|NCAM2|PMX2A","11","ENSG00000165462","HGNC:691","602753"
"402","ARL2","ARFL2|MRCS1","11","ENSG00000213465","HGNC:693","601175"
"403","ARL3","ARFL3|JBTS35|RP83","10","ENSG00000138175","HGNC:694","604695"
"405","ARNT","ARNT1|HIF-1-beta|HIF-1beta|HIF1-beta|HIF1B|HIF1BETA|TANGO|bHLHe2","1","ENSG00000143437","HGNC:700","126110"
"406","BMAL1","ARNTL|ARNTL1|BMAL1c|JAP3|MOP3|PASD3|TIC|bHLHe5","11","ENSG00000133794","HGNC:701","602550"
"407","ARR3","ARRX|MYP26|cArr","X","ENSG00000120500","HGNC:710","301770"
"408","ARRB1","ARB1|ARR1","11","ENSG00000137486","HGNC:711","107940"
"409","ARRB2","ARB2|ARR2|BARR2","17","ENSG00000141480","HGNC:712","107941"
"410","ARSA","ASA|MLD","22","ENSG00000100299","HGNC:713","607574"
"411","ARSB","ASB|G4S|MPS6","5","ENSG00000113273","HGNC:714","611542"
"412","STS","ARSC|ARSC1|ASC|ES|SSDD|XLI","X","ENSG00000101846","HGNC:11425","300747"
"414","ARSD","ASD","X","ENSG00000006756","HGNC:717","300002"
"415","ARSL","ARSE|ASE|CDPX|CDPX1|CDPXR","X","ENSG00000157399","HGNC:719","300180"
"416","ARSF","ASF","X","ENSG00000062096","HGNC:721","300003"
"417","ART1","ART2|ARTC1|CD296|RT6","11","ENSG00000129744","HGNC:723","601625"
"419","ART3","ARTC3","4","ENSG00000156219","HGNC:725","603086"
"420","ART4","ARTC4|CD297|DO|DO/ART4|DOK1","12","ENSG00000111339","HGNC:726","110600"
"421","ARVCF","-","22","ENSG00000099889","HGNC:728","602269"
"427","ASAH1","AC|ACDase|ASAH|PHP|PHP32|SMAPME","8","ENSG00000104763","HGNC:735","613468"
"429","ASCL1","ASH1|HASH1|MASH1|bHLHa46","12","ENSG00000139352","HGNC:738","100790"
"430","ASCL2","ASH2|HASH2|MASH2|bHLHa45","11","ENSG00000183734","HGNC:739","601886"
"432","ASGR1","ASGPR|ASGPR1|CLEC4H1|HL-1","17","ENSG00000141505","HGNC:742","108360"
"433","ASGR2","ASGP-R2|ASGPR2|CLEC4H2|HBXBP|HL-2","17","ENSG00000161944","HGNC:743","108361"
"434","ASIP","AGSW|AGTI|AGTIL|ASP|SHEP9","20","ENSG00000101440","HGNC:745","600201"
"435","ASL","ASAL","7","ENSG00000126522","HGNC:746","608310"
"438","ASMT","ASMTY|HIOMT|HIOMTY","X|Y","ENSG00000292336","HGNC:750","402500"
"439","GET3","ARSA-I|ARSA1|ASNA-I|ASNA1|CMD2H|TRC40","19","ENSG00000198356","HGNC:752","601913"
"440","ASNS","ASNSD|TS11","7","ENSG00000070669","HGNC:753","108370"
"443","ASPA","ACY2|ASP","17","ENSG00000108381","HGNC:756","608034"
"444","ASPH","AAH|BAH|CASQ2BP1|FDLAB|HAAH|JCTN|junctin","8","ENSG00000198363","HGNC:757","600582"
"445","ASS1","ASS|CTLN1","9","ENSG00000130707","HGNC:758","603470"
"460","ASTN1","ASTN","1","ENSG00000152092","HGNC:773","600904"
"462","SERPINC1","AT3|AT3D|ATIII|ATIII-R2|ATIII-T1|ATIII-T2|THPH7","1","ENSG00000117601","HGNC:775","107300"
"463","ZFHX3","ATBF1|ATBT|ATFB8|C16orf47|SCA4|ZFH-3|ZNF927","16","ENSG00000140836","HGNC:777","104155"
"466","ATF1","EWS-ATF1|FUS/ATF-1|TREB36","12","ENSG00000123268","HGNC:783","123803"
"467","ATF3","-","1","ENSG00000162772","HGNC:785","603148"
"468","ATF4","CREB-2|CREB2|TAXREB67|TXREB","22","ENSG00000128272","HGNC:786","604064"
"471","ATIC","AICAR|AICARFT|HEL-S-70p|IMPCHASE|PURH","2","ENSG00000138363","HGNC:794","601731"
"472","ATM","AT1|ATA|ATC|ATD|ATDC|ATE|TEL1|TELO1","11","ENSG00000149311","HGNC:795","607585"
"473","RERE","ARG|ARP|ATN1L|DNB1|NEDBEH","1","ENSG00000142599","HGNC:9965","605226"
"474","ATOH1","ATH1|DFNA89|HATH1|MATH-1|bHLHa14","4","ENSG00000172238","HGNC:797","601461"
"475","ATOX1","ATX1|HAH1","5","ENSG00000177556","HGNC:798","602270"
"476","ATP1A1","CMT2DD|HOMGSMR2","1","ENSG00000163399","HGNC:799","182310"
"477","ATP1A2","DEE98|FARIMPD|FHM2|MHP2","1","ENSG00000018625","HGNC:800","182340"
"478","ATP1A3","AHC2|ATP1A1|CAPOS|DEE99|DYT12|RDP","19","ENSG00000105409","HGNC:801","182350"
"479","ATP12A","ATP1AL1|H-K-ATPase|HK","13","ENSG00000075673","HGNC:13816","182360"
"480","ATP1A4","ATP1A1|ATP1AL2","1","ENSG00000132681","HGNC:14073","607321"
"481","ATP1B1","ATP1B","1","ENSG00000143153","HGNC:804","182330"
"482","ATP1B2","AMOG","17","ENSG00000129244","HGNC:805","182331"
"483","ATP1B3","ATPB-3|CD298","3","ENSG00000069849","HGNC:806","601867"
"486","FXYD2","ATP1G1|HOMG2","11","ENSG00000137731","HGNC:4026","601814"
"487","ATP2A1","ATP2A|SERCA1","16","ENSG00000196296","HGNC:811","108730"
"488","ATP2A2","ATP2B|DAR|DD|SERCA2","12","ENSG00000174437","HGNC:812","108740"
"489","ATP2A3","SERCA3","17","ENSG00000074370","HGNC:813","601929"
"490","ATP2B1","MRD66|PMCA1|PMCA1kb","12","ENSG00000070961","HGNC:814","108731"
"491","ATP2B2","DFNA82|PMCA2|PMCA2a|PMCA2i","3","ENSG00000157087","HGNC:815","108733"
"492","ATP2B3","CFAP39|CLA2|OPCA|PMCA3|PMCA3a|SCAX1","X","ENSG00000067842","HGNC:816","300014"
"493","ATP2B4","ATP2B2|MXRA1|PMCA4|PMCA4b|PMCA4x","1","ENSG00000058668","HGNC:817","108732"
"495","ATP4A","ATP6A","19","ENSG00000105675","HGNC:819","137216"
"496","ATP4B","ATP6B","13","ENSG00000186009","HGNC:820","137217"
"498","ATP5F1A","ATP5A|ATP5A1|ATP5AL2|ATPM|COXPD22|HEL-S-123m|MC5DN4|MC5DN4A|MC5DN4B|MOM2|OMR|ORM|hATP1","18","ENSG00000152234","HGNC:823","164360"
"501","ALDH7A1","ATQ1|EPD|EPEO4|PDE","5","ENSG00000164904","HGNC:877","107323"
"506","ATP5F1B","ATP5B|ATPMB|ATPSB|HEL-S-271|HUMOP2","12","ENSG00000110955","HGNC:830","102910"
"509","ATP5F1C","ATP5C|ATP5C1|ATP5CL1","10","ENSG00000165629","HGNC:833","108729"
"513","ATP5F1D","ATP5D|MC5DN5","19","ENSG00000099624","HGNC:837","603150"
"514","ATP5F1E","ATP5E|ATPE|MC5DN3","20","ENSG00000124172","HGNC:838","606153"
"515","ATP5PB","ATP5F1|PIG47","1","ENSG00000116459","HGNC:840","603270"
"516","ATP5MC1","ATP5A|ATP5G|ATP5G1","17","ENSG00000159199","HGNC:841","603192"
"517","ATP5MC2","ATP5A|ATP5G2","12","ENSG00000135390","HGNC:842","603193"
"518","ATP5MC3","ATP5G3|DYTSPG|P3","2","ENSG00000154518","HGNC:843","602736"
"521","ATP5ME","ATP5I|ATP5K","4","ENSG00000169020","HGNC:846","601519"
"522","ATP5PF","ATP5|ATP5A|ATP5J|ATPM|CF6|F6","21","ENSG00000154723","HGNC:847","603152"
"523","ATP6V1A","ARCL2D|ATP6A1|ATP6V1A1|DEE93|HO68|IECEE3|VA68|VPP2|Vma1","3","ENSG00000114573","HGNC:851","607027"
"525","ATP6V1B1","ATP6B1|DRTA2|RTA1B|VATB|VMA2|VPP3","2","ENSG00000116039","HGNC:853","192132"
"526","ATP6V1B2","ATP6B1B2|ATP6B2|DOOD|HO57|VATB|VPP3|Vma2|ZLS2","8","ENSG00000147416","HGNC:854","606939"
"527","ATP6V0C","ATP6C|ATP6L|ATPL|EPEO3|VATL|VPPC|Vma3","16","ENSG00000185883","HGNC:855","108745"
"528","ATP6V1C1","ATP6C|ATP6D|VATC|Vma5","8","ENSG00000155097","HGNC:856","603097"
"529","ATP6V1E1","ARCL2C|ATP6E|ATP6E2|ATP6V1E|P31|Vma4","22","ENSG00000131100","HGNC:857","108746"
"533","ATP6V0B","ATP6F|HATPL|VMA16","1","ENSG00000117410","HGNC:861","603717"
"534","ATP6V1G2","ATP6G|ATP6G2|NG38|VMA10","6","ENSG00000213760","HGNC:862","606853"
"535","ATP6V0A1","ATP6N1|ATP6N1A|DEE104|NEDEBA|Stv1|VPP1|Vph1|a1","17","ENSG00000033627","HGNC:865","192130"
"537","ATP6AP1","16A|ATP6IP1|ATP6S1|Ac45|CF2|VATPS1|XAP-3|XAP3","X","ENSG00000071553","HGNC:868","300197"
"538","ATP7A","DSMAX|HMNX|MK|MNK|SMAX3","X","ENSG00000165240","HGNC:869","300011"
"539","ATP5PO","ATP5O|ATPO|HMC08D05|MC5DN7|OSCP","21","ENSG00000241837","HGNC:850","600828"
"540","ATP7B","PWD|WC1|WD|WND","13","ENSG00000123191","HGNC:870","606882"
"545","ATR","FCTCS|FRP1|MEC1|SCKL|SCKL1","3","ENSG00000175054","HGNC:882","601215"
"546","ATRX","JMS|MRX52|RAD54|RAD54L|XH2|XNP|ZNF-HX","X","ENSG00000085224","HGNC:886","300032"
"547","KIF1A","ATSV|C2orf20|HSN2C|MRD9|NESCAVS|SPG30|SPG30A|SPG30B|UNC104","2","ENSG00000130294","HGNC:888","601255"
"549","AUH","-","9","ENSG00000148090","HGNC:890","600529"
"550","AUP1","-","2","ENSG00000115307","HGNC:891","602434"
"551","AVP","ADH|ARVP|AVP-NPII|AVRP|VP","20","ENSG00000101200","HGNC:894","192340"
"552","AVPR1A","AVPR V1a|AVPR1|V1aR","12","ENSG00000166148","HGNC:895","600821"
"553","AVPR1B","AVPR3|V1bR|VPR3","1","ENSG00000198049","HGNC:896","600264"
"554","AVPR2","ADHR|DI1|DIR|DIR3|NDI|NDI1|V2R","X","ENSG00000126895","HGNC:897","300538"
"558","AXL","ARK|AXL3|JTK11|Tyro7|UFO","19","ENSG00000167601","HGNC:905","109135"
"563","AZGP1","ZA2G|ZAG","7","ENSG00000160862","HGNC:910","194460"
"566","AZU1","AZAMP|AZU|CAP37|HBP|HUMAZUR|NAZC|hHBP","19","ENSG00000172232","HGNC:913","162815"
"567","B2M","AMYLD6|IMD43|MHC1D4","15","ENSG00000166710","HGNC:914","109700"
"570","BAAT","BACAT|BACD1|BAT|FHCA3|HCHO","9","ENSG00000136881","HGNC:932","602938"
"571","BACH1","BACH-1|BTBD24","21","ENSG00000156273","HGNC:935","602751"
"572","BAD","BBC2|BCL2L8","11","ENSG00000002330","HGNC:936","603167"
"573","BAG1","BAG-1|HAP|RAP46","9","ENSG00000107262","HGNC:937","601497"
"574","BAGE","BAGE1|CT2.1","21","","HGNC:942","605167"
"575","ADGRB1","BAI1|GDAIF","8","ENSG00000181790","HGNC:943","602682"
"576","ADGRB2","BAI2","1","ENSG00000121753","HGNC:944","602683"
"577","ADGRB3","BAI3","6","ENSG00000135298","HGNC:945","602684"
"578","BAK1","BAK|BAK-LIKE|BCL2L7|CDN1","6","ENSG00000030110","HGNC:949","600516"
"579","NKX3-2","BAPX1|NKX3.2|NKX3B|SMMD","4","ENSG00000109705","HGNC:951","602183"
"580","BARD1","-","2","ENSG00000138376","HGNC:952","601593"
"581","BAX","BCL2L4","19","ENSG00000087088","HGNC:959","600040"
"582","BBS1","BBS2L2","11","ENSG00000174483","HGNC:966","209901"
"583","BBS2","BBS|RP74","16","ENSG00000125124","HGNC:967","606151"
"585","BBS4","-","15","ENSG00000140463","HGNC:969","600374"
"586","BCAT1","BCATC|BCT1|ECA39|MECA39|PNAS121|PP18","12","ENSG00000060982","HGNC:976","113520"
"587","BCAT2","BCAM|BCATM|BCT2|HVLI|PP18","19","ENSG00000105552","HGNC:977","113530"
"590","BCHE","BCHED|CHE1|CHE2|E1","3","ENSG00000114200","HGNC:983","177400"
"593","BCKDHA","BCKDE1A|MSU|MSUD1|MSUD1A|OVD1A","19","ENSG00000248098","HGNC:986","608348"
"594","BCKDHB","BCKDE1B|BCKDH E1-beta|E1B|MSUD1B|OVD1B","6","ENSG00000083123","HGNC:987","248611"
"595","CCND1","BCL1|D11S287E|PRAD1|U21B31","11","ENSG00000110092","HGNC:1582","168461"
"596","BCL2","Bcl-2|PPP1R50","18","ENSG00000171791","HGNC:990","151430"
"597","BCL2A1","ACC-1|ACC-2|ACC1|ACC2|BCL2L5|BFL1|GRS|HBPA1","15","ENSG00000140379","HGNC:991","601056"
"598","BCL2L1","BCL-XL/S|BCL2L|BCLX|Bcl-X|PPP1R52","20","ENSG00000171552","HGNC:992","600039"
"599","BCL2L2","BCL-W|BCL2-L-2|BCLW|PPP1R51","14","ENSG00000129473","HGNC:995","601931"
"602","BCL3","BCL4|D19S37","19","ENSG00000069399","HGNC:998","109560"
"604","BCL6","BCL5|BCL6A|LAZ3|ZBTB27|ZNF51","3","ENSG00000113916","HGNC:1001","109565"
"605","BCL7A","BCL7|SMARCJ1","12","ENSG00000110987","HGNC:1004","601406"
"607","BCL9","LGS","1","ENSG00000116128","HGNC:1008","602597"
"608","TNFRSF17","BCM|BCMA|CD269|TNFRSF13A","16","ENSG00000048462","HGNC:11913","109545"
"610","HCN2","BCNG-2|BCNG2|EIG17|FEB2|GEFSP11|HAC-1","19","ENSG00000099822","HGNC:4846","602781"
"611","OPN1SW","BCP|BOP|CBT","7","ENSG00000128617","HGNC:1012","613522"
"613","BCR","ALL|BCR1|CML|D22S11|D22S662|PHL","22","ENSG00000186716","HGNC:1014","151410"
"617","BCS1L","BCS|BCS1|BJS|FLNMS|GRACILE|Hs.6719|MC3DN1|PTD|h-BCS|h-BCS1","2","ENSG00000074582","HGNC:1020","603647"
"622","BDH1","BDH|SDR9C1","3","ENSG00000161267","HGNC:1027","603063"
"623","BDKRB1","B1BKR|B1R|BKB1R|BKR1|BRADYB1","14","ENSG00000100739","HGNC:1029","600337"
"624","BDKRB2","B2R|BK-2|BK2|BKR2|BRB2","14","ENSG00000168398","HGNC:1030","113503"
"627","BDNF","ANON2|BULN2","11","ENSG00000176697","HGNC:1033","113505"
"629","CFB","AHUS4|ARMD14|BF|BFD|CFAB|CFBD|FB|FBI12|GBG|H2-Bf|PBF2","6","ENSG00000243649","HGNC:1037","138470"
"631","BFSP1","CP115|CP94|CTRCT33|LIFL-H","20","ENSG00000125864","HGNC:1040","603307"
"632","BGLAP","BGP|OC|OCN","1","ENSG00000242252","HGNC:1043","112260"
"633","BGN","DSPG1|MRLS|PG-S1|PGI|SEMDX|SLRR1A","X","ENSG00000182492","HGNC:1044","301870"
"634","CEACAM1","BGP|BGP1|BGPI","19","ENSG00000079385","HGNC:1814","109770"
"635","BHMT","BHMT1|HEL-S-61p","5","ENSG00000145692","HGNC:1047","602888"
"636","BICD1","BICD|bic-D 1","12","ENSG00000151746","HGNC:1049","602204"
"637","BID","FP497","22","ENSG00000015475","HGNC:1050","601997"
"638","BIK","BIP1|BP4|NBK","22","ENSG00000100290","HGNC:1051","603392"
"639","PRDM1","BLIMP-1|BLIMP1|PRDI-BF1","6","ENSG00000057657","HGNC:9346","603423"
"640","BLK","MODY11","8","ENSG00000136573","HGNC:1057","191305"
"641","BLM","BS|MGRISCE1|RECQ2|RECQL2|RECQL3","15","ENSG00000197299","HGNC:1058","604610"
"642","BLMH","BH|BMH","17","ENSG00000108578","HGNC:1059","602403"
"643","CXCR5","BLR1|CD185|MDR15","11","ENSG00000160683","HGNC:1060","601613"
"644","BLVRA","BLVR|BVR|BVRA|BVRalpha","7","ENSG00000106605","HGNC:1062","109750"
"645","BLVRB","BVRB|FLR|HEL-S-10|SDR43U1","19","ENSG00000090013","HGNC:1063","600941"
"646","BNC1","BNC|BSN1|HsT19447|POF16|bn1","15","ENSG00000169594","HGNC:1081","601930"
"648","BMI1","FLVI2/BMI1|PCGF4|RNF51|flvi-2/bmi-1","10","ENSG00000168283","HGNC:1066","164831"
"649","BMP1","OI13|PCOLC|PCP|PCP2|TLD","8","ENSG00000168487","HGNC:1067","112264"
"650","BMP2","BDA2|BMP2A|SSFSC|SSFSC1","20","ENSG00000125845","HGNC:1069","112261"
"651","BMP3","BMP-3A","4","ENSG00000152785","HGNC:1070","112263"
"652","BMP4","BMP2B|BMP2B1|MCOPS6|OFC11|ZYME","14","ENSG00000125378","HGNC:1071","112262"
"653","BMP5","-","6","ENSG00000112175","HGNC:1072","112265"
"654","BMP6","IO|VGR|VGR1","6","ENSG00000153162","HGNC:1073","112266"
"655","BMP7","OP-1","20","ENSG00000101144","HGNC:1074","112267"
"656","BMP8B","BMP8|OP2","1","ENSG00000116985","HGNC:1075","602284"
"657","BMPR1A","10q23del|ACVRLK3|ALK-3|ALK3|BMPR-1A|CD292|SKR5","10","ENSG00000107779","HGNC:1076","601299"
"658","BMPR1B","ALK-6|ALK6|AMD3|AMDD|BDA1D|BDA2|CDw293","4","ENSG00000138696","HGNC:1077","603248"
"659","BMPR2","BMPR-II|BMPR3|BMR2|BRK-3|POVD1|PPH1|T-ALK","2","ENSG00000204217","HGNC:1078","600799"
"660","BMX","ETK|PSCTK2|PSCTK3","X","ENSG00000102010","HGNC:1079","300101"
"661","POLR3D","BN51T|C53|RPC4|RPC53|TSBN51","8","ENSG00000168495","HGNC:1080","187280"
"662","BNIP1","NIP1|SEC20|TRG-8","5","ENSG00000113734","HGNC:1082","603291"
"663","BNIP2","BNIP-2|NIP2","15","ENSG00000140299","HGNC:1083","603292"
"664","BNIP3","HABON|NIP3","10","ENSG00000176171","HGNC:1084","603293"
"665","BNIP3L","BNIP3a|NIP3L|NIX","8","ENSG00000104765","HGNC:1085","605368"
"666","BOK","BCL2L9|BOKL","2","ENSG00000176720","HGNC:1087","605404"
"667","DST","BP240|BPA|BPAG1|CATX-15|CATX15|D6S1101|DMH|DT|EBS3|EBSB2|HSAN6|MACF2","6","ENSG00000151914","HGNC:1090","113810"
"668","FOXL2","BPES|BPES1|PFRK|PINTO|POF3","3","ENSG00000183770","HGNC:1092","605597"
"669","BPGM","DPGM|ECYT8","7","ENSG00000172331","HGNC:1093","613896"
"670","BPHL","BPH-RP|MCNAA|VACVASE","6","ENSG00000137274","HGNC:1094","603156"
"671","BPI","BPIFD1|rBPI","20","ENSG00000101425","HGNC:1095","109195"
"672","BRCA1","BRCAI|BRCC1|BROVCA1|FANCS|IRIS|PNCA4|PPP1R53|PSCP|RNF53","17","ENSG00000012048","HGNC:1100","113705"
"673","BRAF","B-RAF1|B-raf|BRAF-1|BRAF1|NS7|RAFB1","7","ENSG00000157764","HGNC:1097","164757"
"675","BRCA2","BRCC2|BROVCA2|FACD|FAD|FAD1|FANCD|FANCD1|GLM3|PNCA2|XRCC11","13","ENSG00000139618","HGNC:1101","600185"
"676","BRDT","BRD6|CT9|SPGF21","1","ENSG00000137948","HGNC:1105","602144"
"677","ZFP36L1","BRF1|Berg36|ERF-1|ERF1|RNF162B|TIS11B|cMG1","14","ENSG00000185650","HGNC:1107","601064"
"678","ZFP36L2","BRF2|ERF-2|ERF2|OOMD13|OZEMA13|RNF162C|TIS11D","2","ENSG00000152518","HGNC:1108","612053"
"680","BRS3","BB3|BB3R|BBR3","X","ENSG00000102239","HGNC:1113","300107"
"682","BSG","5F7|CD147|EMMPRIN|EMPRIN|HAb18G|OK|TCSF","19","ENSG00000172270","HGNC:1116","109480"
"683","BST1","CD157|cADPR2","4","ENSG00000109743","HGNC:1118","600387"
"684","BST2","CD317|HM1.24|TETHERIN","19","ENSG00000130303","HGNC:1119","600534"
"685","BTC","-","4","ENSG00000174808","HGNC:1121","600345"
"686","BTD","-","3","ENSG00000169814","HGNC:1122","609019"
"687","KLF9","BTEB|BTEB1","9","ENSG00000119138","HGNC:1123","602902"
"688","KLF5","BTEB2|CKLF|IKLF","13","ENSG00000102554","HGNC:6349","602903"
"689","BTF3","BETA-NAC|BTF3a|BTF3b|NACB","5","ENSG00000145741","HGNC:1125","602542"
"694","BTG1","APRO2","12","ENSG00000133639","HGNC:1130","109580"
"695","BTK","AGMX1|AT|ATK|BPK|IGHD3|IMD1|PSCTK1|XLA","X","ENSG00000010671","HGNC:1133","300300"
"696","BTN1A1","BT|BTN|BTN1","6","ENSG00000124557","HGNC:1135","601610"
"699","BUB1","BUB1A|BUB1L|MCPH30|hBUB1","2","ENSG00000169679","HGNC:1148","602452"
"701","BUB1B","BUB1beta|BUBR1|Bub1A|MAD3L|MVA1|SSK1|hBUBR1","15","ENSG00000156970","HGNC:1149","602860"
"705","BYSL","BYSTIN|Enp1","6","ENSG00000112578","HGNC:1157","603871"
"706","TSPO","BPBS|BZRP|DBI|IBP|MBR|PBR|PBS|PKBS|PTBR|TSPO1|mDRC|pk18","22","ENSG00000100300","HGNC:1158","109610"
"708","C1QBP","COXPD33|GC1QBP|HABP1|SF2AP32|SF2p32|gC1Q-R|gC1qR|p32","17","ENSG00000108561","HGNC:1243","601269"
"710","SERPING1","C1IN|C1INH|C1NH|HAE1|HAE2","11","ENSG00000149131","HGNC:1228","606860"
"712","C1QA","C1QD1","1","ENSG00000173372","HGNC:1241","120550"
"713","C1QB","C1QD2","1","ENSG00000173369","HGNC:1242","120570"
"714","C1QC","C1Q-C|C1QD3|C1QG","1","ENSG00000159189","HGNC:1245","120575"
"715","C1R","EDS8|EDSPD1","12","ENSG00000159403","HGNC:1246","613785"
"716","C1S","EDSPD2","12","ENSG00000182326","HGNC:1247","120580"
"717","C2","ARMD14|CO2","6","ENSG00000166278","HGNC:1248","613927"
"718","C3","AHUS5|ARMD9|ASP|C3a|C3b|CPAMD1|HEL-S-62p","19","ENSG00000125730","HGNC:1318","120700"
"719","C3AR1","AZ3B|C3AR|HNFAG09","12","ENSG00000171860","HGNC:1319","605246"
"720","C4A","C4|C4A2|C4A3|C4A4|C4A6|C4AD|C4S|CO4|CPAMD2|RG","6","ENSG00000244731","HGNC:1323","120810"
"721","C4B","C4B1|C4B12|C4B2|C4B3|C4B5|C4BD|C4B_2|C4F|CH|CO4|CPAMD3","6","ENSG00000224389","HGNC:1324","120820"
"722","C4BPA","C4BP|PRP","1","ENSG00000123838","HGNC:1325","120830"
"725","C4BPB","C4BP","1","ENSG00000123843","HGNC:1328","120831"
"726","CAPN5","ADNIV|HTRA3|VRNI|nCL-3","11","ENSG00000149260","HGNC:1482","602537"
"727","C5","C5D|C5a|C5b|CPAMD4|ECLZB","9","ENSG00000106804","HGNC:1331","120900"
"728","C5AR1","C5A|C5AR|C5R1|CD88","19","ENSG00000197405","HGNC:1338","113995"
"729","C6","-","5","ENSG00000039537","HGNC:1339","217050"
"730","C7","-","5","ENSG00000112936","HGNC:1346","217070"
"731","C8A","-","1","ENSG00000157131","HGNC:1352","120950"
"732","C8B","C82","1","ENSG00000021852","HGNC:1353","120960"
"733","C8G","C8C","9","ENSG00000176919","HGNC:1354","120930"
"734","OSGIN2","C8orf1|hT41","8","ENSG00000164823","HGNC:1355","604598"
"735","C9","ARMD15|C9D","5","ENSG00000113600","HGNC:1358","120940"
"738","VPS51","ANG2|ANG3|C11orf2|C11orf3|FFR|PCH13","11","ENSG00000149823","HGNC:1172","615738"
"740","MRPL49","C11orf4|L49mt|MRP-L49|NOF|NOF1|mL49","11","ENSG00000149792","HGNC:1176","606866"
"741","ZNHIT2","C11orf5|FON","11","ENSG00000174276","HGNC:1177","604575"
"744","MPPED2","239FB|C11orf8","11","ENSG00000066382","HGNC:1180","600911"
"745","MYRF","11orf9|C11orf9|CUGS|MMERV|MRF|Ndt80|pqn-47","11","ENSG00000124920","HGNC:1181","608329"
"746","TMEM258","C11orf10|Kud|Kuduk","11","ENSG00000134825","HGNC:1164","617615"
"747","DAGLA","C11orf11|DAGL(ALPHA)|DAGLALPHA|NOC2|NSDDR","11","ENSG00000134780","HGNC:1165","614015"
"752","FMNL1","C17orf1|C17orf1B|FHOD4|FMNL|KW-13","17","ENSG00000184922","HGNC:1212","604656"
"753","LDLRAD4","C18orf1","18","ENSG00000168675","HGNC:1224","606571"
"754","PTTG1IP","C21orf1|C21orf3|PBF|PTTG1IP1","21","ENSG00000183255","HGNC:13524","603784"
"755","CFAP410","C21orf2|LRRC76|RDMS|SMDAX|YF5/A2","21","ENSG00000160226","HGNC:1260","603191"
"757","TMEM50B","C21orf4|HCVP7TP3","21","ENSG00000142188","HGNC:1280","617894"
"758","MPPED1","239AB|C22orf1|FAM1A","22","ENSG00000186732","HGNC:1306","602112"
"759","CA1","CA-I|CAB|Car1|HEL-S-11","8","ENSG00000133742","HGNC:1368","114800"
"760","CA2","CA-II|CAC|CAII|Car2|HEL-76|HEL-S-282","8","ENSG00000104267","HGNC:1373","611492"
"761","CA3","CAIII|Car3","8","ENSG00000164879","HGNC:1374","114750"
"762","CA4","CAIV|Car4|RP17","17","ENSG00000167434","HGNC:1375","114760"
"763","CA5A","CA5|CA5AD|CAV|CAVA|GS1-21A4.1","16","ENSG00000174990","HGNC:1377","114761"
"765","CA6","CA-VI|GUSTIN","1","ENSG00000131686","HGNC:1380","114780"
"766","CA7","CA-VII|CAVII","16","ENSG00000168748","HGNC:1381","114770"
"767","CA8","CA-RP|CA-VIII|CALS|CAMRQ3|CARP|SCAR34","8","ENSG00000178538","HGNC:1382","114815"
"768","CA9","CAIX|MN","9","ENSG00000107159","HGNC:1383","603179"
"770","CA11","CA-RP|CA-RP II|CA-XI|CARP-2|CARPX1","19","ENSG00000063180","HGNC:1370","604644"
